Depart;Arriver;Cost
4;30;0.92589204
4;31;0.935007849
4;32;0.949797318
4;33;0.93159204
4;34;0.929447853
4;35;0.945533769
5;6;0.9771529
5;7;0.943254198
5;8;0.981850117
5;9;0.987481805
5;10;0.97826087
5;11;0.987503633
5;12;0.988365329
5;13;0.95583239
5;14;0.966227819
5;15;0.952407772
5;16;0.990104773
5;17;0.997972777
5;18;0.997972777
5;19;0.997393571
5;20;0.989222255
5;21;0.971698113
5;22;0.974701948
5;23;0.958558559
5;24;0.960455362
5;25;0.963338301
5;26;0.967519402
5;27;0.980528916
5;28;0.988392339
5;29;0.962083936
5;30;0.985323741
5;31;0.970127181
5;32;0.970320306
5;33;0.977139508
5;34;0.960648148
5;35;0.95687885
6;7;0.946041056
6;8;0.981613286
6;9;0.980831613
6;10;0.97797619
6;11;0.980276715
6;12;0.980553919
6;13;0.950688073
6;14;0.95884058
6;15;0.943826632
6;16;0.97995283
6;17;0.976239366
6;18;0.976239366
6;19;0.975652684
6;20;0.977279433
6;21;0.981481481
6;22;0.979086892
6;23;0.968350578
6;24;0.969641773
6;25;0.979764422
6;26;0.963027656
6;27;0.97851045
6;28;0.980011758
6;29;0.970976253
6;30;0.969979598
6;31;0.973329338
6;32;0.976481096
6;33;0.983372922
6;34;0.964243845
6;35;0.958692422
7;8;0.937280188
7;9;0.939667735
7;10;0.936470588
7;11;0.937445447
7;12;0.937682003
7;13;0.946145125
7;14;0.951289398
7;15;0.954609529
7;16;0.940559441
7;17;0.941722238
7;18;0.941722238
7;19;0.94114236
7;20;0.937882765
7;21;0.941558442
7;22;0.946724891
7;23;0.943475646
7;24;0.944211158
7;25;0.941808415
7;26;0.934100719
7;27;0.94442828
7;28;0.93666473
7;29;0.930744712
7;30;0.934024777
7;31;0.941664199
7;32;0.938511327
7;33;0.943075117
7;34;0.944959444
7;35;0.937444934
8;9;0.990274094
8;10;0.995835812
8;11;0.991468079
8;12;0.983510012
8;13;0.947851003
8;14;0.957705678
8;15;0.945568538
8;16;0.983500295
8;17;0.981530343
8;18;0.981530343
8;19;0.980944005
8;20;0.984370392
8;21;0.970746269
8;22;0.970856638
8;23;0.958029197
8;24;0.957524272
8;25;0.972532448
8;26;0.957230143
8;27;0.97322742
8;28;0.985898942
8;29;0.960445356
8;30;0.975240315
8;31;0.962563642
8;32;0.972329664
8;33;0.978041543
8;34;0.9543058
8;35;0.96049896
9;10;0.986690328
9;11;0.995904037
9;12;0.985065886
9;13;0.951268168
9;14;0.962834918
9;15;0.948979592
9;16;0.986229124
9;17;0.987755102
9;18;0.987755102
9;19;0.988338192
9;20;0.988856305
9;21;0.97239537
9;22;0.975409836
9;23;0.956153614
9;24;0.958069382
9;25;0.966986795
9;26;0.961226852
9;27;0.979520187
9;28;0.990359334
9;29;0.963286713
9;30;0.981460023
9;31;0.966646814
9;32;0.971597633
9;33;0.980820301
9;34;0.957180309
9;35;0.955699941
10;11;0.987894892
10;12;0.980496454
10;13;0.944220817
10;14;0.954069767
10;15;0.941378324
10;16;0.982850384
10;17;0.978523095
10;18;0.978523095
10;19;0.977934687
10;20;0.983131104
10;21;0.970641102
10;22;0.968389956
10;23;0.958485958
10;24;0.956760049
10;25;0.974856104
10;26;0.954744526
10;27;0.969589607
10;28;0.984669811
10;29;0.95971773
10;30;0.972230342
